station,valid,tmpf,dwpf,skyc1,skyc2,skyc3
MIA,2023-07-18 09:53,82.00,78.00,FEW,FEW,SCT
MIA,2023-07-18 10:53,82.00,77.00,FEW,FEW,BKN
MIA,2023-07-18 11:53,85.00,78.00,FEW,FEW,BKN
MIA,2023-07-18 12:53,88.00,78.00,FEW,SCT,BKN
MIA,2023-07-18 13:53,89.00,78.00,SCT,SCT,SCT
MIA,2023-07-18 14:53,87.00,77.00,BKN,BKN,BKN
MIA,2023-07-18 15:53,79.00,72.00,SCT,SCT,BKN
MIA,2023-07-18 16:53,79.00,72.00,SCT,BKN,BKN
MIA,2023-07-18 17:53,83.00,73.00,FEW,SCT,SCT
MIA,2023-07-18 18:53,84.00,74.00,FEW,SCT,SCT
MIA,2023-07-18 19:53,89.00,77.00,SCT,SCT,SCT
MIA,2023-07-18 20:53,90.00,75.00,SCT,SCT,BKN
MIA,2023-07-18 21:53,90.00,75.00,SCT,SCT,BKN
MIA,2023-07-18 22:53,89.00,76.00,SCT,SCT,BKN
MIA,2023-07-18 23:53,85.00,78.00,SCT,SCT,BKN
MIA,2023-07-19 00:53,86.00,76.00,FEW,SCT,BKN
MIA,2023-07-19 01:53,86.00,75.00,FEW,BKN,BKN
MIA,2023-07-19 02:53,86.00,77.00,SCT,BKN,BKN
MIA,2023-07-19 03:53,86.00,76.00,FEW,BKN,BKN
MIA,2023-07-19 04:53,85.00,77.00,SCT,SCT,BKN
MIA,2023-07-19 05:53,84.00,77.00,FEW,BKN,BKN
MIA,2023-07-19 06:53,84.00,77.00,FEW,SCT,BKN
MIA,2023-07-19 07:53,83.00,76.00,FEW,SCT,M
MIA,2023-07-19 08:53,82.00,76.00,FEW,SCT,M
MIA,2023-07-19 09:53,84.00,76.00,FEW,FEW,SCT
MIA,2023-07-19 10:53,83.00,75.00,SCT,SCT,M
MIA,2023-07-19 11:53,83.00,75.00,FEW,BKN,BKN
MIA,2023-07-19 12:53,84.00,77.00,FEW,FEW,BKN
MIA,2023-07-19 13:53,85.00,78.00,SCT,BKN,BKN
MIA,2023-07-19 14:53,87.00,77.00,FEW,SCT,BKN
MIA,2023-07-19 15:53,88.00,76.00,FEW,FEW,BKN
MIA,2023-07-19 16:53,85.00,75.00,FEW,FEW,SCT
MIA,2023-07-19 17:53,91.00,75.00,FEW,SCT,BKN
MIA,2023-07-19 18:53,91.00,75.00,SCT,SCT,BKN
MIA,2023-07-19 19:53,91.00,75.00,FEW,FEW,SCT
MIA,2023-07-19 20:53,91.00,74.00,FEW,BKN,M
MIA,2023-07-19 21:53,90.00,75.00,FEW,SCT,BKN
MIA,2023-07-19 22:53,88.00,74.00,FEW,SCT,BKN
MIA,2023-07-19 23:53,86.00,73.40,FEW,M,M
MIA,2023-07-20 00:53,86.00,75.00,FEW,BKN,M
MIA,2023-07-20 01:53,86.00,75.00,BKN,BKN,M
MIA,2023-07-20 02:53,85.00,75.00,FEW,SCT,M
MIA,2023-07-20 03:53,85.00,74.00,FEW,SCT,M
MIA,2023-07-20 04:53,84.00,76.00,FEW,SCT,BKN
MIA,2023-07-20 05:53,85.00,76.00,FEW,BKN,BKN
MIA,2023-07-20 06:53,84.00,76.00,FEW,BKN,BKN
MIA,2023-07-20 07:53,84.00,77.00,FEW,FEW,BKN
MIA,2023-07-20 08:53,84.00,77.00,FEW,SCT,M
MIA,2023-07-20 09:53,85.00,76.00,FEW,SCT,M
MIA,2023-07-20 10:53,85.00,76.00,FEW,SCT,M
MIA,2023-07-20 11:53,87.00,78.00,FEW,SCT,BKN
MIA,2023-07-20 12:53,85.00,78.00,BKN,BKN,M
MIA,2023-07-20 13:53,88.00,78.00,SCT,SCT,BKN
MIA,2023-07-20 14:53,90.00,76.00,SCT,SCT,BKN
MIA,2023-07-20 15:53,90.00,75.00,FEW,SCT,BKN
MIA,2023-07-20 16:53,92.00,77.00,SCT,SCT,SCT
MIA,2023-07-20 17:53,92.00,76.00,FEW,FEW,OVC
MIA,2023-07-20 18:53,93.00,74.00,FEW,FEW,OVC
MIA,2023-07-20 19:53,92.00,75.00,FEW,FEW,BKN
MIA,2023-07-20 20:53,93.00,74.00,FEW,BKN,M
MIA,2023-07-20 21:53,91.00,72.00,FEW,SCT,M
MIA,2023-07-20 22:53,89.00,74.00,FEW,SCT,M
MIA,2023-07-20 23:53,88.00,76.60,FEW,BKN,M
MIA,2023-07-21 00:53,87.00,78.00,FEW,BKN,M
MIA,2023-07-21 01:53,87.00,77.00,FEW,SCT,M
MIA,2023-07-21 02:53,86.00,75.00,FEW,SCT,M
MIA,2023-07-21 03:53,86.00,76.00,FEW,FEW,M
MIA,2023-07-21 04:53,85.00,77.00,FEW,FEW,M
MIA,2023-07-21 05:53,85.00,76.00,FEW,FEW,M
MIA,2023-07-21 06:53,85.00,77.00,FEW,FEW,M
MIA,2023-07-21 07:53,84.00,76.00,FEW,BKN,BKN
MIA,2023-07-21 08:53,84.00,77.00,FEW,SCT,M
MIA,2023-07-21 09:53,84.00,77.00,FEW,BKN,M
MIA,2023-07-21 10:53,84.00,77.00,FEW,SCT,BKN
MIA,2023-07-21 11:53,85.00,79.00,FEW,BKN,M
MIA,2023-07-21 12:53,88.00,78.00,FEW,SCT,M
MIA,2023-07-21 13:53,90.00,76.00,FEW,BKN,M
MIA,2023-07-21 14:53,91.00,75.00,FEW,SCT,M
MIA,2023-07-21 15:53,92.00,75.00,SCT,BKN,M
MIA,2023-07-21 16:53,93.00,76.00,FEW,SCT,SCT
MIA,2023-07-21 17:53,88.00,72.00,SCT,BKN,BKN
MIA,2023-07-21 18:53,86.00,66.00,SCT,SCT,BKN
MIA,2023-07-21 19:53,88.00,75.00,FEW,FEW,SCT
MIA,2023-07-21 20:53,89.00,77.00,FEW,FEW,BKN
MIA,2023-07-21 21:53,90.00,76.00,FEW,FEW,SCT
MIA,2023-07-21 22:53,87.00,70.00,FEW,SCT,BKN
MIA,2023-07-21 23:53,86.00,74.00,FEW,SCT,BKN
