station,valid,tmpf,dwpf,skyc1,skyc2,skyc3
EGLL,2023-07-19 23:50,62.60,53.60,NCD,M,M
EGLL,2023-07-20 00:50,60.80,53.60,NCD,M,M
EGLL,2023-07-20 01:50,60.80,51.80,NCD,M,M
EGLL,2023-07-20 02:50,59.00,50.00,NCD,M,M
EGLL,2023-07-20 03:50,57.20,48.20,NCD,M,M
EGLL,2023-07-20 04:50,55.40,48.20,NCD,M,M
EGLL,2023-07-20 05:50,57.20,50.00,NCD,M,M
EGLL,2023-07-20 06:50,59.00,50.00,NCD,M,M
EGLL,2023-07-20 07:50,62.60,50.00,NCD,M,M
EGLL,2023-07-20 08:50,66.20,51.80,NCD,M,M
EGLL,2023-07-20 09:50,66.20,48.20,NCD,M,M
EGLL,2023-07-20 10:50,69.80,46.40,SCT,M,M
EGLL,2023-07-20 11:50,69.80,44.60,NCD,M,M
EGLL,2023-07-20 12:50,73.40,46.40,NCD,M,M
EGLL,2023-07-20 13:50,73.40,44.60,NCD,M,M
EGLL,2023-07-20 14:50,71.60,44.60,NCD,M,M
EGLL,2023-07-20 15:50,71.60,46.40,NCD,M,M
EGLL,2023-07-20 16:50,69.80,46.40,NCD,M,M
EGLL,2023-07-20 17:50,69.80,46.40,NCD,M,M
EGLL,2023-07-20 18:50,68.00,50.00,NCD,M,M
EGLL,2023-07-20 19:50,64.40,51.80,NCD,M,M
EGLL,2023-07-20 20:50,64.40,50.00,NCD,M,M
EGLL,2023-07-20 21:50,62.60,50.00,NCD,M,M
EGLL,2023-07-20 22:50,60.80,50.00,NCD,M,M
EGLL,2023-07-20 23:50,60.80,50.00,NCD,M,M
EGLL,2023-07-21 00:50,59.00,50.00,NCD,M,M
EGLL,2023-07-21 01:50,57.20,48.20,NCD,M,M
EGLL,2023-07-21 02:50,57.20,46.40,NCD,M,M
EGLL,2023-07-21 03:50,55.40,44.60,NCD,M,M
EGLL,2023-07-21 04:50,55.40,44.60,NCD,M,M
EGLL,2023-07-21 05:50,55.40,44.60,NCD,M,M
EGLL,2023-07-21 06:50,55.40,46.40,NCD,M,M
EGLL,2023-07-21 07:50,59.00,46.40,NCD,M,M
EGLL,2023-07-21 08:50,60.80,48.20,NCD,M,M
EGLL,2023-07-21 09:50,64.40,48.20,NCD,M,M
EGLL,2023-07-21 10:50,64.40,48.20,FEW,M,M
EGLL,2023-07-21 11:50,68.00,48.20,FEW,M,M
EGLL,2023-07-21 12:50,66.20,48.20,FEW,M,M
EGLL,2023-07-21 13:50,68.00,48.20,NCD,M,M
EGLL,2023-07-21 14:50,66.20,46.40,NCD,M,M
EGLL,2023-07-21 15:50,66.20,46.40,NCD,M,M
EGLL,2023-07-21 16:50,66.20,48.20,NCD,M,M
EGLL,2023-07-21 17:50,66.20,48.20,NCD,M,M
EGLL,2023-07-21 18:50,64.40,48.20,NCD,M,M
EGLL,2023-07-21 19:50,64.40,50.00,NCD,M,M
EGLL,2023-07-21 20:50,62.60,50.00,NCD,M,M
EGLL,2023-07-21 21:50,60.80,50.00,NCD,M,M
EGLL,2023-07-21 22:50,59.00,50.00,NCD,M,M
EGLL,2023-07-21 23:50,59.00,50.00,NCD,M,M
