station,valid,tmpf,dwpf,skyc1,skyc2,skyc3
MIA,2024-01-20 05:53,70.00,66.00,OVC,M,M
MIA,2024-01-20 06:53,70.00,65.00,BKN,OVC,M
MIA,2024-01-20 07:53,69.00,64.00,OVC,M,M
MIA,2024-01-20 08:53,67.00,63.00,FEW,FEW,M
MIA,2024-01-20 09:53,66.00,62.00,FEW,BKN,M
MIA,2024-01-20 10:53,65.00,61.00,FEW,FEW,M
MIA,2024-01-20 11:53,65.00,59.00,FEW,BKN,M
MIA,2024-01-20 12:53,65.00,53.00,FEW,BKN,BKN
MIA,2024-01-20 13:53,67.00,54.00,FEW,SCT,BKN
MIA,2024-01-20 14:53,69.00,56.00,BKN,OVC,M
MIA,2024-01-20 15:53,72.00,57.00,SCT,BKN,M
MIA,2024-01-20 16:53,72.00,56.00,FEW,BKN,OVC
MIA,2024-01-20 17:53,71.00,55.00,BKN,BKN,BKN
MIA,2024-01-20 18:53,73.00,50.00,FEW,SCT,BKN
MIA,2024-01-20 19:53,73.00,40.00,SCT,BKN,M
MIA,2024-01-20 20:53,73.00,42.00,SCT,SCT,M
MIA,2024-01-20 21:53,72.00,44.00,FEW,FEW,M
MIA,2024-01-20 22:53,69.00,47.00,FEW,M,M
MIA,2024-01-20 23:53,66.00,52.00,CLR,M,M
MIA,2024-01-21 00:53,64.00,48.00,CLR,M,M
MIA,2024-01-21 01:53,61.00,47.00,FEW,M,M
MIA,2024-01-21 02:53,59.00,44.00,FEW,M,M
MIA,2024-01-21 03:53,58.00,44.00,FEW,M,M
MIA,2024-01-21 04:53,57.00,43.00,FEW,M,M
MIA,2024-01-21 05:53,57.00,41.00,FEW,M,M
MIA,2024-01-21 06:53,56.00,41.00,FEW,M,M
MIA,2024-01-21 07:53,54.00,42.00,FEW,M,M
MIA,2024-01-21 08:53,54.00,43.00,FEW,M,M
MIA,2024-01-21 09:53,53.00,43.00,FEW,M,M
MIA,2024-01-21 10:53,53.00,43.00,FEW,M,M
MIA,2024-01-21 11:53,52.00,43.00,FEW,SCT,M
MIA,2024-01-21 12:53,53.00,44.00,FEW,BKN,M
MIA,2024-01-21 13:53,56.00,46.00,FEW,BKN,M
MIA,2024-01-21 14:53,60.00,48.00,FEW,BKN,M
MIA,2024-01-21 15:53,66.00,51.00,FEW,BKN,M
MIA,2024-01-21 16:53,69.00,52.00,SCT,BKN,M
MIA,2024-01-21 17:53,70.00,49.00,SCT,BKN,M
MIA,2024-01-21 18:53,69.00,51.00,BKN,OVC,M
MIA,2024-01-21 19:53,68.00,51.00,BKN,BKN,M
MIA,2024-01-21 20:53,68.00,51.00,BKN,OVC,M
MIA,2024-01-21 21:53,67.00,50.00,BKN,OVC,M
MIA,2024-01-21 22:53,66.00,50.00,BKN,BKN,OVC
MIA,2024-01-21 23:53,66.00,50.00,FEW,BKN,M
